Unnamed: 0,Title,Rank,Type,Episodes,Aired,Members,page_url,image_url,Score
12496,Nagareboshi Lens,5924,OVA,1,Mar 2012 - Mar 2012,24300,https://myanimelist.net/anime/13833/Nagareboshi_Lens,https://myanimelist.net/anime/13833/Nagareboshi_Lens/pics,6.59
12497,Oyako Club,11013,TV,1818,Oct 1994 - Mar 2013,1095,https://myanimelist.net/anime/12393/Oyako_Club,https://myanimelist.net/anime/12393/Oyako_Club/pics,5.44
12498,Explorer Woman Ray,11632,OVA,2,May 1989 - Jun 1989,1679,https://myanimelist.net/anime/4252/Explorer_Woman_Ray,https://myanimelist.net/anime/4252/Explorer_Woman_Ray/pics,5.21
12499,Ginga Eiyuu Densetsu Gaiden (1999),533,OVA,28,Dec 1999 - Jul 2000,19533,https://myanimelist.net/anime/3665/Ginga_Eiyuu_Densetsu_Gaiden_1999,https://myanimelist.net/anime/3665/Ginga_Eiyuu_Densetsu_Gaiden_1999/pics,8.05
12500,Date A Live II,3095,TV,10,Apr 2014 - Jun 2014,615838,https://myanimelist.net/anime/19163/Date_A_Live_II,https://myanimelist.net/anime/19163/Date_A_Live_II/pics,7.19
12501,Love Live! Nijigasaki Gakuen School Idol Doukoukai,1679,TV,13,Oct 2020 - Dec 2020,73505,https://myanimelist.net/anime/40879/Love_Live_Nijigasaki_Gakuen_School_Idol_Doukoukai,https://myanimelist.net/anime/40879/Love_Live_Nijigasaki_Gakuen_School_Idol_Doukoukai/pics,7.51
12502,Genroku Koi Moyou: Sankichi to Osayo,12342,Movie,1,Jun 1934 - Jun 1934,889,https://myanimelist.net/anime/23265/Genroku_Koi_Moyou__Sankichi_to_Osayo,https://myanimelist.net/anime/23265/Genroku_Koi_Moyou__Sankichi_to_Osayo/pics,4.75
12503,Ginga Tetsudou 999: Eien no Tabibito Emeraldas,5681,Special,1,Apr 1980 - Apr 1980,2078,https://myanimelist.net/anime/6734/Ginga_Tetsudou_999__Eien_no_Tabibito_Emeraldas,https://myanimelist.net/anime/6734/Ginga_Tetsudou_999__Eien_no_Tabibito_Emeraldas/pics,6.64
12504,Bakugan Battle Brawlers: New Vestroia,6212,TV,52,Mar 2010 - Mar 2011,64559,https://myanimelist.net/anime/5337/Bakugan_Battle_Brawlers__New_Vestroia,https://myanimelist.net/anime/5337/Bakugan_Battle_Brawlers__New_Vestroia/pics,6.53
12505,Circlet Princess,9048,TV,12,Jan 2019 - Mar 2019,17126,https://myanimelist.net/anime/38157/Circlet_Princess,https://myanimelist.net/anime/38157/Circlet_Princess/pics,5.96
12506,Jashin-chan Dropkick Episode 12,3267,ONA,1,Oct 2018 - Oct 2018,30876,https://myanimelist.net/anime/38383/Jashin-chan_Dropkick_Episode_12,https://myanimelist.net/anime/38383/Jashin-chan_Dropkick_Episode_12/pics,7.16
12507,Nijiiro☆Prism Girl,8451,OVA,4,Aug 2013 - Nov 2013,3659,https://myanimelist.net/anime/19351/Nijiiro☆Prism_Girl,https://myanimelist.net/anime/19351/Nijiiro☆Prism_Girl/pics,6.09
12508,Hangyakusei Million Arthur PV,9920,ONA,1,Nov 2018 - Nov 2018,2285,https://myanimelist.net/anime/38744/Hangyakusei_Million_Arthur_PV,https://myanimelist.net/anime/38744/Hangyakusei_Million_Arthur_PV/pics,5.75
12509,Kaijuu no Kodomo,3044,Movie,1,Jun 2019 - Jun 2019,102752,https://myanimelist.net/anime/37981/Kaijuu_no_Kodomo,https://myanimelist.net/anime/37981/Kaijuu_no_Kodomo/pics,7.2
12510,Doraemon: Doraemon Comes Back,4095,Special,1,Jan 1981 - Jan 1981,3004,https://myanimelist.net/anime/2634/Doraemon__Doraemon_Comes_Back,https://myanimelist.net/anime/2634/Doraemon__Doraemon_Comes_Back/pics,6.98
12511,Macross Zero,1680,OVA,5,Dec 2002 - Oct 2004,38216,https://myanimelist.net/anime/194/Macross_Zero,https://myanimelist.net/anime/194/Macross_Zero/pics,7.51
12512,Mairimashita! Iruma-kun 3rd Season,893,TV,21,Oct 2022 - Mar 2023,164234,https://myanimelist.net/anime/49784/Mairimashita_Iruma-kun_3rd_Season,https://myanimelist.net/anime/49784/Mairimashita_Iruma-kun_3rd_Season/pics,7.81
12513,Wild 7 Another Bouryaku Unga,11723,TV,13,Apr 2002 - Aug 2002,1190,https://myanimelist.net/anime/1745/Wild_7_Another_Bouryaku_Unga,https://myanimelist.net/anime/1745/Wild_7_Another_Bouryaku_Unga/pics,5.17
12514,School Rumble San Gakki,2604,OVA,2,Jul 2008 - Sep 2008,61394,https://myanimelist.net/anime/4015/School_Rumble_San_Gakki,https://myanimelist.net/anime/4015/School_Rumble_San_Gakki/pics,7.29
12515,Uchuu Camper Chicchi,10793,ONA,1,Mar 2022 - Mar 2022,604,https://myanimelist.net/anime/51414/Uchuu_Camper_Chicchi,https://myanimelist.net/anime/51414/Uchuu_Camper_Chicchi/pics,5.51
12516,Kidou Senshi Gundam MS IGLOO 2: Juuryoku Sensen,5934,OVA,3,Oct 2008 - Apr 2009,12322,https://myanimelist.net/anime/4232/Kidou_Senshi_Gundam_MS_IGLOO_2__Juuryoku_Sensen,https://myanimelist.net/anime/4232/Kidou_Senshi_Gundam_MS_IGLOO_2__Juuryoku_Sensen/pics,6.58
12517,DC Super Heroes vs Taka no Tsume-dan Promotion Eizou,12431,ONA,1,Feb 2018 - Feb 2018,721,https://myanimelist.net/anime/37249/DC_Super_Heroes_vs_Taka_no_Tsume-dan_Promotion_Eizou,https://myanimelist.net/anime/37249/DC_Super_Heroes_vs_Taka_no_Tsume-dan_Promotion_Eizou/pics,4.67
12518,Guskou Budori no Denki,7755,Movie,1,Jul 1994 - Jul 1994,1545,https://myanimelist.net/anime/8450/Guskou_Budori_no_Denki,https://myanimelist.net/anime/8450/Guskou_Budori_no_Denki/pics,6.23
12519,Onihei Pilot,9652,Special,1,Feb 2017 - Feb 2017,727,https://myanimelist.net/anime/37680/Onihei_Pilot,https://myanimelist.net/anime/37680/Onihei_Pilot/pics,5.82
12520,Ore-sama Kingdom,7764,OVA,14,Feb 2011 - May 2013,3454,https://myanimelist.net/anime/9943/Ore-sama_Kingdom,https://myanimelist.net/anime/9943/Ore-sama_Kingdom/pics,6.23
12521,Daisuki! BuBu ChaCha,4059,TV,26,May 2001 - Nov 2001,1770,https://myanimelist.net/anime/4586/Daisuki_BuBu_ChaCha,https://myanimelist.net/anime/4586/Daisuki_BuBu_ChaCha/pics,6.99
12522,Puchi Pri*Yucie,1938,TV,26,Sep 2002 - Mar 2003,14739,https://myanimelist.net/anime/327/Puchi_PriYucie,https://myanimelist.net/anime/327/Puchi_PriYucie/pics,7.44
12523,Ayaka,5822,TV,12,Jul 2023 -,21405,https://myanimelist.net/anime/53428/Ayaka,https://myanimelist.net/anime/53428/Ayaka/pics,6.61
12524,Funny Pets 2nd Season,11089,TV,12,Oct 2006 - Dec 2006,610,https://myanimelist.net/anime/22345/Funny_Pets_2nd_Season,https://myanimelist.net/anime/22345/Funny_Pets_2nd_Season/pics,5.42
12525,Kidou Senshi Gundam: Gyakushuu no Char,1227,Movie,1,Mar 1988 - Mar 1988,47206,https://myanimelist.net/anime/87/Kidou_Senshi_Gundam__Gyakushuu_no_Char,https://myanimelist.net/anime/87/Kidou_Senshi_Gundam__Gyakushuu_no_Char/pics,7.66
12526,Hellsing,1756,TV,13,Oct 2001 - Jan 2002,697885,https://myanimelist.net/anime/270/Hellsing,https://myanimelist.net/anime/270/Hellsing/pics,7.49
12527,What's Michael? (TV),9172,TV,45,Apr 1988 - Mar 1989,937,https://myanimelist.net/anime/12039/Whats_Michael_TV,https://myanimelist.net/anime/12039/Whats_Michael_TV/pics,5.93
12528,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,152,TV,24,Jan 2015 - Jun 2015,1054381,https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season,https://myanimelist.net/anime/26055/JoJo_no_Kimyou_na_Bouken_Part_3__Stardust_Crusaders_2nd_Season/pics,8.44
12529,Futsuu no Joshikousei ga [Locodol] Yattemita.,4523,TV,12,Jul 2014 - Sep 2014,45031,https://myanimelist.net/anime/22189/Futsuu_no_Joshikousei_ga_Locodol_Yattemita,https://myanimelist.net/anime/22189/Futsuu_no_Joshikousei_ga_Locodol_Yattemita/pics,6.88
12530,Obey Me!: Makai Dai Ryokou!,3869,Special,1,Apr 2021 - Apr 2021,4721,https://myanimelist.net/anime/49755/Obey_Me__Makai_Dai_Ryokou,https://myanimelist.net/anime/49755/Obey_Me__Makai_Dai_Ryokou/pics,7.03
12531,Yuki Terai,10591,OVA,6,Aug 2000 - Aug 2000,784,https://myanimelist.net/anime/6412/Yuki_Terai,https://myanimelist.net/anime/6412/Yuki_Terai/pics,5.57
12532,Morita-san wa Mukuchi. Specials,6893,Special,2,Jan 2012 - Jan 2012,4463,https://myanimelist.net/anime/12921/Morita-san_wa_Mukuchi_Specials,https://myanimelist.net/anime/12921/Morita-san_wa_Mukuchi_Specials/pics,6.4
12533,Pinky,12756,ONA,1,Mar 2012 - Mar 2012,3312,https://myanimelist.net/anime/16604/Pinky,https://myanimelist.net/anime/16604/Pinky/pics,3.33
12534,Gundam Build Divers,7416,TV,25,Apr 2018 - Sep 2018,29703,https://myanimelist.net/anime/37245/Gundam_Build_Divers,https://myanimelist.net/anime/37245/Gundam_Build_Divers/pics,6.3
12535,Gegege no Kitarou: Gekitotsu!! Ijigen Youkai no Daihanran,8287,Movie,1,Dec 1986 - Dec 1986,829,https://myanimelist.net/anime/8155/Gegege_no_Kitarou__Gekitotsu_Ijigen_Youkai_no_Daihanran,https://myanimelist.net/anime/8155/Gegege_no_Kitarou__Gekitotsu_Ijigen_Youkai_no_Daihanran/pics,6.12
12536,Juuni Senshi Bakuretsu Eto Ranger,2446,TV,39,Apr 1995 - Jan 1996,2229,https://myanimelist.net/anime/2757/Juuni_Senshi_Bakuretsu_Eto_Ranger,https://myanimelist.net/anime/2757/Juuni_Senshi_Bakuretsu_Eto_Ranger/pics,7.32
12537,Kyoto Animation: Hassou-hen,10364,Special,1,Apr 2012 - Apr 2012,4398,https://myanimelist.net/anime/17811/Kyoto_Animation__Hassou-hen,https://myanimelist.net/anime/17811/Kyoto_Animation__Hassou-hen/pics,5.64
12538,Magi: The Kingdom of Magic,319,TV,25,Oct 2013 - Mar 2014,816672,https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic,https://myanimelist.net/anime/18115/Magi__The_Kingdom_of_Magic/pics,8.22
12539,Saru Getchu: On Air,9228,TV,26,Apr 2006 - Sep 2006,1282,https://myanimelist.net/anime/1872/Saru_Getchu__On_Air,https://myanimelist.net/anime/1872/Saru_Getchu__On_Air/pics,5.92
12540,Hyakka Ryouran: Samurai After Specials,6704,Special,2,Jan 2015 - Jul 2015,10332,https://myanimelist.net/anime/30237/Hyakka_Ryouran__Samurai_After_Specials,https://myanimelist.net/anime/30237/Hyakka_Ryouran__Samurai_After_Specials/pics,6.44
12541,Drawing!!,11915,ONA,1,Jul 2007 - Jul 2007,272,https://myanimelist.net/anime/45614/Drawing,https://myanimelist.net/anime/45614/Drawing/pics,5.07
12542,Michiko to Hatchin,837,TV,22,Oct 2008 - Mar 2009,194062,https://myanimelist.net/anime/4087/Michiko_to_Hatchin,https://myanimelist.net/anime/4087/Michiko_to_Hatchin/pics,7.84
12543,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... OVA,4695,OVA,1,Sep 2021 - Sep 2021,22530,https://myanimelist.net/anime/49457/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta_OVA,https://myanimelist.net/anime/49457/Otome_Game_no_Hametsu_Flag_shika_Nai_Akuyaku_Reijou_ni_Tensei_shiteshimatta_OVA/pics,6.84
12544,Baby Steps,913,TV,25,Apr 2014 - Sep 2014,143991,https://myanimelist.net/anime/21185/Baby_Steps,https://myanimelist.net/anime/21185/Baby_Steps/pics,7.8
12545,Hello Kitty: Mahou no Mori no Ohimesama,9883,Movie,1,Jul 1991 - Jul 1991,674,https://myanimelist.net/anime/18827/Hello_Kitty__Mahou_no_Mori_no_Ohimesama,https://myanimelist.net/anime/18827/Hello_Kitty__Mahou_no_Mori_no_Ohimesama/pics,5.76
12546,Doraemon Movie 27: Nobita no Shin Makai Daibouken - 7-nin no Mahoutsukai,1498,Movie,1,Mar 2007 - Mar 2007,8833,https://myanimelist.net/anime/2673/Doraemon_Movie_27__Nobita_no_Shin_Makai_Daibouken_-_7-nin_no_Mahoutsukai,https://myanimelist.net/anime/2673/Doraemon_Movie_27__Nobita_no_Shin_Makai_Daibouken_-_7-nin_no_Mahoutsukai/pics,7.56
12547,Yumekui Merry,4388,TV,13,Jan 2011 - Apr 2011,134978,https://myanimelist.net/anime/9331/Yumekui_Merry,https://myanimelist.net/anime/9331/Yumekui_Merry/pics,6.91
12548,Fullmetal Alchemist: Reflections,2858,Special,1,Mar 2005 - Mar 2005,42887,https://myanimelist.net/anime/664/Fullmetal_Alchemist__Reflections,https://myanimelist.net/anime/664/Fullmetal_Alchemist__Reflections/pics,7.24
12549,Dekobou no Jidousha Ryokou,12697,Movie,1,1934 - 1934,1476,https://myanimelist.net/anime/6838/Dekobou_no_Jidousha_Ryokou,https://myanimelist.net/anime/6838/Dekobou_no_Jidousha_Ryokou/pics,4.02
12550,Duel Masters Movie 2: Lunatic God Saga,9990,Movie,1,Sep 2009 - Sep 2009,1127,https://myanimelist.net/anime/6062/Duel_Masters_Movie_2__Lunatic_God_Saga,https://myanimelist.net/anime/6062/Duel_Masters_Movie_2__Lunatic_God_Saga/pics,5.73
12551,Mahou Shoujo Tokushusen Asuka,7257,TV,12,Jan 2019 - Mar 2019,81387,https://myanimelist.net/anime/37979/Mahou_Shoujo_Tokushusen_Asuka,https://myanimelist.net/anime/37979/Mahou_Shoujo_Tokushusen_Asuka/pics,6.33
12552,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,20,Movie,1,Jul 2013 - Jul 2013,230302,https://myanimelist.net/anime/15335/Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare,https://myanimelist.net/anime/15335/Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare/pics,8.91
12553,Kacchikenee!,7493,Movie,1,Mar 2016 - Mar 2016,2088,https://myanimelist.net/anime/30921/Kacchikenee,https://myanimelist.net/anime/30921/Kacchikenee/pics,6.29
12554,Poputepipikku Specials,9282,Special,3,Feb 2018 - Mar 2018,2413,https://myanimelist.net/anime/37842/Poputepipikku_Specials,https://myanimelist.net/anime/37842/Poputepipikku_Specials/pics,5.91
12555,Tasogare Otome x Amnesia: Taima Otome,1741,Special,1,Nov 2012 - Nov 2012,77939,https://myanimelist.net/anime/14189/Tasogare_Otome_x_Amnesia__Taima_Otome,https://myanimelist.net/anime/14189/Tasogare_Otome_x_Amnesia__Taima_Otome/pics,7.49
12556,Full Metal Panic!,1365,TV,24,Jan 2002 - Jun 2002,483107,https://myanimelist.net/anime/71/Full_Metal_Panic,https://myanimelist.net/anime/71/Full_Metal_Panic/pics,7.61
12557,Shinryaku!! Ika Musume,1830,OVA,3,Aug 2012 - Sep 2014,26958,https://myanimelist.net/anime/13267/Shinryaku_Ika_Musume,https://myanimelist.net/anime/13267/Shinryaku_Ika_Musume/pics,7.47
12558,Magic Kaito,952,Special,12,Apr 2010 - Dec 2012,69806,https://myanimelist.net/anime/8310/Magic_Kaito,https://myanimelist.net/anime/8310/Magic_Kaito/pics,7.78
12559,Id:Invaded,853,TV,13,Jan 2020 - Mar 2020,346641,https://myanimelist.net/anime/40046/Id_Invaded,https://myanimelist.net/anime/40046/Id_Invaded/pics,7.84
12560,Aragne no Mushikago,12109,Movie,1,Aug 2018 - Aug 2018,5077,https://myanimelist.net/anime/34974/Aragne_no_Mushikago,https://myanimelist.net/anime/34974/Aragne_no_Mushikago/pics,4.94
12561,Kidou Senshi Gundam Thunderbolt 2nd Season,2960,ONA,4,Mar 2017 - Jul 2017,21490,https://myanimelist.net/anime/34391/Kidou_Senshi_Gundam_Thunderbolt_2nd_Season,https://myanimelist.net/anime/34391/Kidou_Senshi_Gundam_Thunderbolt_2nd_Season/pics,7.22
12562,Gintama: Shinyaku Benizakura-hen,254,Special,1,Dec 2010 - Dec 2010,42290,https://myanimelist.net/anime/9735/Gintama__Shinyaku_Benizakura-hen,https://myanimelist.net/anime/9735/Gintama__Shinyaku_Benizakura-hen/pics,8.29
12563,Tell the Story to You,8480,Special,2,Oct 2020 - Mar 2021,281,https://myanimelist.net/anime/43712/Tell_the_Story_to_You,https://myanimelist.net/anime/43712/Tell_the_Story_to_You/pics,6.08
12564,Hokuto no Ken: Toki-den,2159,OVA,1,Mar 2008 - Mar 2008,8343,https://myanimelist.net/anime/4312/Hokuto_no_Ken__Toki-den,https://myanimelist.net/anime/4312/Hokuto_no_Ken__Toki-den/pics,7.38
12565,Ristorante Paradiso,2511,TV,11,Apr 2009 - Jun 2009,45437,https://myanimelist.net/anime/5984/Ristorante_Paradiso,https://myanimelist.net/anime/5984/Ristorante_Paradiso/pics,7.31
12566,Kyouryoku Boukuusen,12330,Movie,1,1942 - 1942,403,https://myanimelist.net/anime/28067/Kyouryoku_Boukuusen,https://myanimelist.net/anime/28067/Kyouryoku_Boukuusen/pics,4.76
12567,Mahou Shoujo Liese Prettia,11356,ONA,1,Nov 2018 - Nov 2018,472,https://myanimelist.net/anime/38685/Mahou_Shoujo_Liese_Prettia,https://myanimelist.net/anime/38685/Mahou_Shoujo_Liese_Prettia/pics,5.33
12568,Overlord: Ple Ple Pleiades - Clementine Toubou-hen,5648,ONA,3,Nov 2018 - Nov 2018,19129,https://myanimelist.net/anime/38693/Overlord__Ple_Ple_Pleiades_-_Clementine_Toubou-hen,https://myanimelist.net/anime/38693/Overlord__Ple_Ple_Pleiades_-_Clementine_Toubou-hen/pics,6.64
12569,Kirin the Noop,11830,TV,?,Feb 2014 -,676,https://myanimelist.net/anime/35694/Kirin_the_Noop,https://myanimelist.net/anime/35694/Kirin_the_Noop/pics,5.11
12570,Golgo 13 (TV),1657,TV,50,Apr 2008 - Mar 2009,41346,https://myanimelist.net/anime/4039/Golgo_13_TV,https://myanimelist.net/anime/4039/Golgo_13_TV/pics,7.52
12571,"Pokemon no Heisei-shi: Kayou Kara Mokuyou, Soshite Nichiyou e",9817,Special,1,Jan 2019 - Jan 2019,2968,https://myanimelist.net/anime/42174/Pokemon_no_Heisei-shi__Kayou_Kara_Mokuyou_Soshite_Nichiyou_e,https://myanimelist.net/anime/42174/Pokemon_no_Heisei-shi__Kayou_Kara_Mokuyou_Soshite_Nichiyou_e/pics,5.78
12572,Sword of Phantasia,11021,ONA,1,Mar 2013 - Mar 2013,466,https://myanimelist.net/anime/34936/Sword_of_Phantasia,https://myanimelist.net/anime/34936/Sword_of_Phantasia/pics,5.44
12573,Tokyo Daigaku Monogatari,12291,OVA,2,Feb 2004 - Mar 2004,3499,https://myanimelist.net/anime/1053/Tokyo_Daigaku_Monogatari,https://myanimelist.net/anime/1053/Tokyo_Daigaku_Monogatari/pics,4.79
12574,Pinky Street,12550,OVA,2,Jul 2006 - Jul 2006,1292,https://myanimelist.net/anime/3113/Pinky_Street,https://myanimelist.net/anime/3113/Pinky_Street/pics,4.5
12575,Futari Ecchi (2014),8343,OVA,3,Oct 2014 - Oct 2014,9667,https://myanimelist.net/anime/23985/Futari_Ecchi_2014,https://myanimelist.net/anime/23985/Futari_Ecchi_2014/pics,6.11
12576,Sensei no Ojikan: Dokidoki School Hours,5729,TV,13,Apr 2004 - Jun 2004,8368,https://myanimelist.net/anime/533/Sensei_no_Ojikan__Dokidoki_School_Hours,https://myanimelist.net/anime/533/Sensei_no_Ojikan__Dokidoki_School_Hours/pics,6.63
12577,Boruto: Naruto the Movie - Naruto ga Hokage ni Natta Hi,2407,Special,1,Jul 2016 - Jul 2016,109478,https://myanimelist.net/anime/32365/Boruto__Naruto_the_Movie_-_Naruto_ga_Hokage_ni_Natta_Hi,https://myanimelist.net/anime/32365/Boruto__Naruto_the_Movie_-_Naruto_ga_Hokage_ni_Natta_Hi/pics,7.33
12578,Natsume Yuujinchou Roku,76,TV,11,Apr 2017 - Jun 2017,178488,https://myanimelist.net/anime/34591/Natsume_Yuujinchou_Roku,https://myanimelist.net/anime/34591/Natsume_Yuujinchou_Roku/pics,8.62
12579,Rokuhou-dou Yotsuiro Biyori,1302,TV,12,Apr 2018 - Jun 2018,31520,https://myanimelist.net/anime/36513/Rokuhou-dou_Yotsuiro_Biyori,https://myanimelist.net/anime/36513/Rokuhou-dou_Yotsuiro_Biyori/pics,7.63
12580,"Yuyushiki: Komarasetari, Komarasaretari",2476,OVA,1,Feb 2017 - Feb 2017,12377,https://myanimelist.net/anime/33035/Yuyushiki__Komarasetari_Komarasaretari,https://myanimelist.net/anime/33035/Yuyushiki__Komarasetari_Komarasaretari/pics,7.31
12581,Densetsu Kyojin Ideon,3895,TV,39,May 1980 - Jan 1981,16397,https://myanimelist.net/anime/930/Densetsu_Kyojin_Ideon,https://myanimelist.net/anime/930/Densetsu_Kyojin_Ideon/pics,7.03
12582,Koukyoushihen Eureka Seven Hi-Evolution 1,7935,Movie,1,Sep 2017 - Sep 2017,17694,https://myanimelist.net/anime/35134/Koukyoushihen_Eureka_Seven_Hi-Evolution_1,https://myanimelist.net/anime/35134/Koukyoushihen_Eureka_Seven_Hi-Evolution_1/pics,6.19
12583,Fukuyama Gekijou: Natsu no Himitsu,9452,OVA,1,Sep 1990 - Sep 1990,577,https://myanimelist.net/anime/23975/Fukuyama_Gekijou__Natsu_no_Himitsu,https://myanimelist.net/anime/23975/Fukuyama_Gekijou__Natsu_no_Himitsu/pics,5.87
12584,Katekyo Hitman Reborn! x ēlDLIVE Special,5316,Special,1,Jul 2016 - Jul 2016,9763,https://myanimelist.net/anime/33740/Katekyo_Hitman_Reborn_x_ēlDLIVE_Special,https://myanimelist.net/anime/33740/Katekyo_Hitman_Reborn_x_ēlDLIVE_Special/pics,6.71
12585,Transformers Superlink Special,9903,Special,1,Nov 2004 - Nov 2004,996,https://myanimelist.net/anime/9528/Transformers_Superlink_Special,https://myanimelist.net/anime/9528/Transformers_Superlink_Special/pics,5.75
12586,Shinigami no Ballad.,4478,TV,6,Mar 2006 - Apr 2006,45819,https://myanimelist.net/anime/789/Shinigami_no_Ballad,https://myanimelist.net/anime/789/Shinigami_no_Ballad/pics,6.89
12587,Tsuki to Laika to Nosferatu,2472,TV,12,Oct 2021 - Dec 2021,141279,https://myanimelist.net/anime/48471/Tsuki_to_Laika_to_Nosferatu,https://myanimelist.net/anime/48471/Tsuki_to_Laika_to_Nosferatu/pics,7.31
12588,Dubu Xiaoyao,5371,ONA,380,Jun 2020 -,2901,https://myanimelist.net/anime/42267/Dubu_Xiaoyao,https://myanimelist.net/anime/42267/Dubu_Xiaoyao/pics,6.7
12589,Hoozuki no Reitetsu,984,TV,13,Jan 2014 - Apr 2014,127830,https://myanimelist.net/anime/20431/Hoozuki_no_Reitetsu,https://myanimelist.net/anime/20431/Hoozuki_no_Reitetsu/pics,7.77
12590,Aru Otoko no Ikikata,11788,ONA,1,Jan 2019 - Jan 2019,459,https://myanimelist.net/anime/39027/Aru_Otoko_no_Ikikata,https://myanimelist.net/anime/39027/Aru_Otoko_no_Ikikata/pics,5.13
12591,Seton Doubutsuki: Kuma no Ko Jacky,5276,TV,26,Jun 1977 - Dec 1977,2301,https://myanimelist.net/anime/4514/Seton_Doubutsuki__Kuma_no_Ko_Jacky,https://myanimelist.net/anime/4514/Seton_Doubutsuki__Kuma_no_Ko_Jacky/pics,6.72
12592,Sword Art Online: Extra Edition,6111,Special,1,Dec 2013 - Dec 2013,308560,https://myanimelist.net/anime/20021/Sword_Art_Online__Extra_Edition,https://myanimelist.net/anime/20021/Sword_Art_Online__Extra_Edition/pics,6.55
12593,Full Moon wo Sagashite,661,TV,52,Apr 2002 - Mar 2003,106697,https://myanimelist.net/anime/122/Full_Moon_wo_Sagashite,https://myanimelist.net/anime/122/Full_Moon_wo_Sagashite/pics,7.94
12594,Kuroshitsuji: Book of Murder,521,OVA,2,Jan 2015 - Feb 2015,236920,https://myanimelist.net/anime/23317/Kuroshitsuji__Book_of_Murder,https://myanimelist.net/anime/23317/Kuroshitsuji__Book_of_Murder/pics,8.06
12595,"Hope: Suiso Shakai to, Korekara no Energy no Hanashi",12319,ONA,1,Nov 2014 - Nov 2014,551,https://myanimelist.net/anime/35975/Hope__Suiso_Shakai_to_Korekara_no_Energy_no_Hanashi,https://myanimelist.net/anime/35975/Hope__Suiso_Shakai_to_Korekara_no_Energy_no_Hanashi/pics,4.77
12596,Nagi no Asu kara,628,TV,26,Oct 2013 - Apr 2014,586539,https://myanimelist.net/anime/16067/Nagi_no_Asu_kara,https://myanimelist.net/anime/16067/Nagi_no_Asu_kara/pics,7.97
12597,Chou Hatsumei Boy Kanipan,5010,TV,21,Feb 1999 - Jun 1999,1107,https://myanimelist.net/anime/3690/Chou_Hatsumei_Boy_Kanipan,https://myanimelist.net/anime/3690/Chou_Hatsumei_Boy_Kanipan/pics,6.77
12598,Canvas 2: Nijiiro no Sketch,5221,TV,24,Oct 2005 - Mar 2006,26537,https://myanimelist.net/anime/694/Canvas_2__Nijiiro_no_Sketch,https://myanimelist.net/anime/694/Canvas_2__Nijiiro_no_Sketch/pics,6.73
12599,Time on the Planet,12462,Special,1,2016 - 2016,373,https://myanimelist.net/anime/37453/Time_on_the_Planet,https://myanimelist.net/anime/37453/Time_on_the_Planet/pics,4.63
